Date,Open,High,Low,Close,Adj.Close,Volume,mean_5_before,percent_before,mean_5_after,percent_after
4/2/2020,6606.776367,7088.247559,6595.918457,6793.624512,6793.624512,47660646124,NA,NA,119.5391845,7.038315661
4/3/2020,6797.396484,7003.220703,6673.335938,6733.387207,6733.387207,38976504903,NA,NA,110.756836,6.579561376
4/4/2020,6738.382813,6878.953613,6696.484863,6867.527344,6867.527344,33185988584,NA,NA,116.6428223,6.793875956
4/5/2020,6862.537598,6883.414063,6715.929199,6791.129395,6791.129395,29510409856,NA,NA,127.73999,7.523932034
4/6/2020,6788.049805,7271.78125,6782.889648,7271.78125,7271.78125,46896904615,119.5391845,7.038315661,-101.5720215,-5.587187953
4/7/2020,7273.644043,7427.939453,7136.714355,7176.414551,7176.414551,44243482668,110.756836,6.579561376,-79.33288575,-4.421867504
4/8/2020,7179.283203,7356.223633,7153.305664,7334.098633,7334.098633,37563249549,116.6428223,6.793875956,-90.751709,-4.949576685
4/9/2020,7337.966309,7341.448242,7179.094238,7302.089355,7302.089355,34815139178,127.73999,7.523932034,-114.2629393,-6.259191511
4/10/2020,7303.81543,7303.81543,6802.475098,6865.493164,6865.493164,43622840992,-101.5720215,-5.587187953,-5.7663575,-0.335961736
4/11/2020,6867.44043,6926.069824,6789.920898,6859.083008,6859.083008,31222085946,-79.33288575,-4.421867504,-54.24328625,-3.163296679
4/12/2020,6858.067871,7119.947266,6811.078125,6971.091797,6971.091797,35759567632,-90.751709,-4.949576685,36.4281005,2.090237889
4/13/2020,6965.616699,6965.616699,6668.259766,6845.037598,6845.037598,38619308647,-114.2629393,-6.259191511,67.94165025,3.970271852
4/14/2020,6843.281738,6958.557129,6793.821289,6842.427734,6842.427734,34110434052,-5.7663575,-0.335961736,103.8093263,6.068566906
4/15/2020,6845.561523,6928.664551,6633.402832,6642.109863,6642.109863,32288311031,-54.24328625,-3.163296679,136.8287355,8.240076622
4/16/2020,6640.454102,7134.450684,6555.504395,7116.804199,7116.804199,46783242377,36.4281005,2.090237889,-58.71142575,-3.299875849
4/17/2020,null,null,null,null,null,null,67.94165025,3.970271852,-59.12023925,-3.322853213
4/18/2020,7092.291504,7269.956543,7089.24707,7257.665039,7257.665039,32447188386,103.8093263,6.068566906,-35.11437975,-1.935299001
4/19/2020,7260.922363,7280.521973,7167.054688,7189.424805,7189.424805,31311210215,136.8287355,8.240076622,60.074951,3.342406528
4/20/2020,7186.873535,7240.290527,6835.50293,6881.958496,6881.958496,37747113936,-58.71142575,-3.299875849,167.2355958,9.720232742
4/21/2020,6879.78418,6934.551758,6834.442383,6880.323242,6880.323242,32589741511,-59.12023925,-3.322853213,172.4031983,10.02297085
4/22/2020,6879.44043,7145.865723,6867.781738,7117.20752,7117.20752,33249153866,-35.11437975,-1.935299001,140.664917,7.90562403
4/23/2020,7121.306152,7491.785156,7081.594727,7429.724609,7429.724609,43500782316,60.074951,3.342406528,91.46911625,4.924495648
4/24/2020,7434.181641,7574.195801,7434.181641,7550.900879,7550.900879,34636526286,167.2355958,9.720232742,64.03942875,3.392412629
4/25/2020,7550.48291,7641.36377,7521.672363,7569.936035,7569.936035,32941541447,172.4031983,10.02297085,307.7755128,16.2630443
4/26/2020,7570.13916,7700.594238,7561.407715,7679.867188,7679.867188,33070154491,140.664917,7.90562403,244.6716308,12.74353448
4/27/2020,7679.418945,7795.601074,7679.418945,7795.601074,7795.601074,36162144725,91.46911625,4.924495648,267.291382,13.71498513
4/28/2020,7796.970215,7814.527344,7730.806641,7807.058594,7807.058594,33187959921,64.03942875,3.392412629,295.3845215,15.13422849
4/29/2020,7806.712402,8871.753906,7786.049316,8801.038086,8801.038086,60201052203,307.7755128,16.2630443,24.107666,1.09567375
4/30/2020,8797.669922,9440.650391,8533.255859,8658.553711,8658.553711,66964629541,244.6716308,12.74353448,63.5251465,2.93467702
5/1/2020,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,267.291382,13.71498513,34.57592775,1.560150619
5/2/2020,8869.057617,9007.1875,8811.366211,8988.59668,8988.59668,40134388683,295.3845215,15.13422849,70.04125975,3.116894093
5/3/2020,8983.614258,9167.78125,8830.97168,8897.46875,8897.46875,47101785174,24.107666,1.09567375,263.5124513,11.84662554
5/4/2020,8895.745117,8956.90625,8645.024414,8912.654297,8912.654297,45718796276,63.5251465,2.93467702,232.5029298,10.43473345
5/5/2020,8912.832031,9062.415039,8856.827148,9003.070313,9003.070313,43148462663,34.57592775,1.560150619,147.7065428,6.562496465
5/6/2020,9007.441406,9411.467773,8966.706055,9268.761719,9268.761719,49371886931,70.04125975,3.116894093,-128.0827638,-5.527502708
5/7/2020,9261.895508,9992.664063,9138.322266,9951.518555,9951.518555,61112700562,263.5124513,11.84662554,-337.4306643,-13.56298187
5/8/2020,9936.162109,9996.743164,9767.172852,9842.666016,9842.666016,51780748042,232.5029298,10.43473345,-259.5471193,-10.54783811
5/9/2020,9840.90625,9913.863281,9580.644531,9593.896484,9593.896484,46566121841,147.7065428,6.562496465,-80.97729475,-3.376200479
5/10/2020,9591.168945,9595.581055,8395.107422,8756.430664,8756.430664,63325279337,-128.0827638,-5.527502708,244.322754,11.16083771
5/11/2020,8755.535156,9033.470703,8374.323242,8601.795898,8601.795898,57119858802,-337.4306643,-13.56298187,181.600342,8.444764054
5/12/2020,8610.385742,8949.898438,8569.643555,8804.477539,8804.477539,42142717533,-259.5471193,-10.54783811,143.1340333,6.502783731
5/13/2020,8805.387695,9317.878906,8805.387695,9269.987305,9269.987305,45558144023,-80.97729475,-3.376200479,100.1879883,4.323112209
5/14/2020,9271.329102,9793.268555,9255.035156,9733.72168,9733.72168,56426907637,244.322754,11.16083771,-1.78662125,-0.073419862
5/15/2020,9734.291016,9755.828125,9261.398438,9328.197266,9328.197266,48158802327,181.600342,8.444764054,100.210205,4.297087728
5/16/2020,9333.240234,9564.205078,9260.694336,9377.013672,9377.013672,36164766408,143.1340333,6.502783731,36.49194325,1.556655222
5/17/2020,9374.929688,9823.001953,9349.545898,9670.739258,9670.739258,40084250663,100.1879883,4.323112209,-147.2443848,-6.090305232
5/18/2020,9675.695313,9906.030273,9570.359375,9726.575195,9726.575195,41827139896,-1.78662125,-0.073419862,-135.9995118,-5.592904348
5/19/2020,9727.063477,9836.047852,9539.624023,9729.038086,9729.038086,39254288955,100.210205,4.297087728,-129.9377443,-5.3422648
5/20/2020,9725.329102,9804.793945,9447.201172,9522.981445,9522.981445,36546239703,36.49194325,1.556655222,-183.1533203,-7.693108353
5/21/2020,9522.740234,9555.242188,8869.930664,9081.761719,9081.761719,39326160532,-147.2443848,-6.090305232,-43.70678725,-1.925035631
5/22/2020,9080.334961,9232.936523,9008.638672,9182.577148,9182.577148,29810773699,-135.9995118,-5.592904348,-86.8811035,-3.784606526
5/23/2020,9185.0625,9302.501953,9118.108398,9209.287109,9209.287109,27727866812,-129.9377443,-5.3422648,-7.06738275,-0.306967637
5/24/2020,9212.283203,9288.404297,8787.250977,8790.368164,8790.368164,32518803300,-183.1533203,-7.693108353,183.8457033,8.365779445
5/25/2020,8786.107422,8951.005859,8719.667969,8906.93457,8906.93457,31288157264,-43.70678725,-1.925035631,133.0473633,5.975001262
5/26/2020,8909.585938,8991.967773,8757.293945,8835.052734,8835.052734,29584186947,-86.8811035,-3.784606526,216.3403323,9.79463683
5/27/2020,8837.380859,9203.320313,8834.157227,9181.017578,9181.017578,32740536902,-7.06738275,-0.306967637,70.010254,3.050217622
5/28/2020,9184.945313,9546.319336,9148.457031,9525.750977,9525.750977,34367073114,183.8457033,8.365779445,160.3793945,6.734561711
5/29/2020,9528.355469,9573.666992,9379.338867,9439.124023,9439.124023,32896642044,133.0473633,5.975001262,22.669922,0.960679061
5/30/2020,9438.914063,9704.030273,9366.729492,9700.414063,9700.414063,32722975141,216.3403323,9.79463683,-10.9240725,-0.450457988
5/31/2020,9700.105469,9700.34375,9432.296875,9461.058594,9461.058594,27773290299,70.010254,3.050217622,84.89453125,3.58921913
6/1/2020,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068,160.3793945,6.734561711,-125.433838,-4.934809672
6/2/2020,10162.97363,10182.34082,9460.571289,9529.803711,9529.803711,39137252109,22.669922,0.960679061,30.96899425,1.299879628
6/3/2020,9533.760742,9682.859375,9471.84668,9656.717773,9656.717773,25007459262,-10.9240725,-0.450457988,25.5336915,1.057655079
6/4/2020,9655.854492,9887.610352,9525.24707,9800.636719,9800.636719,25921805072,84.89453125,3.58921913,-7.28686525,-0.297403749
6/5/2020,9800.21582,9869.237305,9663.216797,9665.533203,9665.533203,23509628646,-125.433838,-4.934809672,32.541748,1.346712998
6/6/2020,9664.904297,9773.431641,9591.024414,9653.679688,9653.679688,20438419222,30.96899425,1.299879628,54.10375975,2.241788064
6/7/2020,9653.00293,9768.498047,9458.150391,9758.852539,9758.852539,25015250846,25.5336915,1.057655079,-109.2678223,-4.478715989
6/8/2020,9760.063477,9782.306641,9675.885742,9771.489258,9771.489258,21486346312,-7.28686525,-0.297403749,-72.661377,-2.97442386
6/9/2020,9774.360352,9836.369141,9664.719727,9795.700195,9795.700195,23717842783,32.541748,1.346712998,-80.10571275,-3.271056123
6/10/2020,9794.119141,9908.896484,9728.291016,9870.094727,9870.094727,25706567601,54.10375975,2.241788064,-120.8266603,-4.896676824
6/11/2020,9870.078125,9938.297852,9263.069336,9321.78125,9321.78125,30247143440,-109.2678223,-4.478715989,32.2302245,1.383007116
6/12/2020,9320.69043,9540.46582,9285.851563,9480.84375,9480.84375,22610564515,-72.661377,-2.97442386,14.295166,0.603117882
6/13/2020,9480.735352,9493.211914,9396.009766,9475.277344,9475.277344,17564322315,-80.10571275,-3.271056123,1.24438475,0.052531855
6/14/2020,9477.553711,9482.270508,9347.59375,9386.788086,9386.788086,18991732746,-120.8266603,-4.896676824,6.2631835,0.266893572
6/15/2020,9386.035156,9504.860352,8990.175781,9450.702148,9450.702148,26699704768,32.2302245,1.383007116,-40.67089825,-1.721391601
6/16/2020,9454.266602,9579.430664,9400.445313,9538.024414,9538.024414,21565537209,14.295166,0.603117882,-51.4208985,-2.156459085
6/17/2020,9533.78418,9540.422852,9327.339844,9480.254883,9480.254883,20177709879,1.24438475,0.052531855,-44.15625,-1.86308282
6/18/2020,9481.567383,9482.782227,9328.395508,9411.84082,9411.84082,17770083003,6.2631835,0.266893572,59.21923825,2.516797272
6/19/2020,9410.293945,9440.875977,9274.295898,9288.018555,9288.018555,19632223107,-40.67089825,-1.721391601,85.409912,3.678283436
6/20/2020,9290.959961,9394.97168,9247.379883,9332.34082,9332.34082,17130541557,-51.4208985,-2.156459085,-4.682617,-0.200704929
6/21/2020,9330.926758,9401.107422,9300.430664,9303.629883,9303.629883,15324301169,-44.15625,-1.86308282,-9.7041015,-0.417217865
6/22/2020,9300.915039,9655.073242,9296.87207,9648.717773,9648.717773,21104009514,59.21923825,2.516797272,-121.449951,-5.034863859
6/23/2020,9644.076172,9670.541016,9547.24707,9629.658203,9629.658203,17006433272,85.409912,3.678283436,-146.0668945,-6.067376076
6/24/2020,9632.149414,9680.367188,9278.233398,9313.610352,9313.610352,18961716076,-4.682617,-0.200704929,-42.50708025,-1.825589804
6/25/2020,9314.126953,9340.161133,9095.324219,9264.813477,9264.813477,18616048626,-9.7041015,-0.417217865,-18.48974625,-0.798278186
6/26/2020,9260.995117,9310.516602,9101.738281,9162.917969,9162.917969,18341465837,-121.449951,-5.034863859,-6.23120125,-0.272018205
6/27/2020,9167.824219,9207.810547,8998.216797,9045.390625,9045.390625,17273093144,-146.0668945,-6.067376076,45.7336425,2.022406523
6/28/2020,9048.460938,9197.546875,8975.525391,9143.582031,9143.582031,14560870760,-42.50708025,-1.825589804,-5.04296875,-0.220612392
6/29/2020,9140.029297,9237.573242,9041.875977,9190.854492,9190.854492,16460547078,-18.48974625,-0.798278186,-25.88769525,-1.126671966
6/30/2020,9185.581055,9217.835938,9084.837891,9137.993164,9137.993164,15735797744,-6.23120125,-0.272018205,-1.37622075,-0.060241706
7/1/2020,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355,45.7336425,2.022406523,-38.595703,-1.672923404
7/2/2020,9231.139648,9274.962891,9036.623047,9123.410156,9123.410156,16338916796,-5.04296875,-0.220612392,63.01611325,2.762831537
7/3/2020,9124.842773,9202.344727,9058.794922,9087.303711,9087.303711,13078970999,-25.88769525,-1.126671966,41.24340825,1.815429948
7/4/2020,9084.233398,9183.295898,9053.629883,9132.488281,9132.488281,12290528515,-1.37622075,-0.060241706,73.96118175,3.239475572
7/5/2020,9126.09082,9162.183594,8977.015625,9073.942383,9073.942383,12903406143,-38.595703,-1.672923404,51.0063475,2.248475705
7/6/2020,9072.849609,9375.474609,9058.664063,9375.474609,9375.474609,17889263252,63.01611325,2.762831537,-24.166748,-1.031062384
7/7/2020,9349.161133,9360.617188,9201.81543,9252.277344,9252.277344,13839652595,41.24340825,1.815429948,-2.982666,-0.128948404
7/8/2020,9253.020508,9450.335938,9249.5,9428.333008,9428.333008,19702359883,73.96118175,3.239475572,-37.958252,-1.610390807
7/9/2020,9427.994141,9431.378906,9234.999023,9277.967773,9277.967773,18000702524,51.0063475,2.248475705,-8.58837875,-0.370269825
7/10/2020,9273.357422,9287.47168,9118.001953,9278.807617,9278.807617,16860035605,-24.166748,-1.031062384,-8.8984375,-0.383602629
7/11/2020,9277.511719,9293.532227,9199.485352,9240.34668,9240.34668,13249910444,-2.982666,-0.128948404,-11.8774415,-0.514155666
7/12/2020,9241.054688,9319.418945,9197.450195,9276.5,9276.5,14452361907,-37.958252,-1.610390807,-36.06811525,-1.555246709
7/13/2020,9277.205078,9306.405273,9224.292969,9243.614258,9243.614258,17519821266,-8.58837875,-0.370269825,-23.05542,-0.997679884
7/14/2020,9238.703125,9283.841797,9171.661133,9243.213867,9243.213867,18085038362,-8.8984375,-0.383602629,-21.043457,-0.910655419
7/15/2020,9241.897461,9275.325195,9171.933594,9192.836914,9192.836914,15844731575,-11.8774415,-0.514155666,-1.75488275,-0.076358703
7/16/2020,9191.980469,9214.3125,9088.947266,9132.227539,9132.227539,15713967523,-36.06811525,-1.555246709,8.0009765,0.35045016
7/17/2020,9131.8125,9182.253906,9089.202148,9151.392578,9151.392578,13944570749,-23.05542,-0.997679884,55.87377925,2.442197896
7/18/2020,9151.183594,9230.983398,9100.824219,9159.040039,9159.040039,12252601475,-21.043457,-0.910655419,91.5808105,3.999581184
7/19/2020,9158.005859,9201.398438,9097.632813,9185.817383,9185.817383,12939002784,-1.75488275,-0.076358703,98.81372075,4.302882003
7/20/2020,9187.220703,9214.270508,9137.509766,9164.231445,9164.231445,13755604146,8.0009765,0.35045016,93.16528325,4.06647448
7/21/2020,9162.514648,9407.262695,9149.389648,9374.887695,9374.887695,18069581956,55.87377925,2.442197896,75.5563965,3.223778202
7/22/2020,9375.080078,9530.518555,9319.65332,9525.363281,9525.363281,16532254884,91.5808105,3.999581184,94.95092775,3.987288461
7/23/2020,9527.141602,9610.24707,9483.003906,9581.072266,9581.072266,18146399002,98.81372075,4.302882003,352.4501953,14.71443636
7/24/2020,9585.514648,9623.336914,9481.454102,9536.892578,9536.892578,16552768325,93.16528325,4.06647448,343.982666,14.42745268
7/25/2020,9539.485352,9704.556641,9530.211914,9677.113281,9677.113281,16610070933,75.5563965,3.223778202,355.838623,14.70846161
7/26/2020,9680.234375,10023.80762,9652.847656,9905.166992,9905.166992,20507998997,94.95092775,3.987288461,301.5117188,12.17593682
7/27/2020,9905.217773,11298.22168,9903.969727,10990.87305,10990.87305,35359749590,352.4501953,14.71443636,83.1484375,3.026090362
7/28/2020,11017.46387,11204.32715,10632.63184,10912.82324,10912.82324,28766551142,343.982666,14.42745268,211.6923828,7.759399307
7/29/2020,10912.95313,11304.39746,10856.1416,11100.46777,11100.46777,24617249715,355.838623,14.70846161,-11.71337875,-0.422085951
7/30/2020,11099.83301,11169.35645,10895.45508,11111.21387,11111.21387,22857247901,301.5117188,12.17593682,33.7836915,1.216201647
7/31/2020,11110.21094,11415.86426,10987.05371,11323.4668,11323.4668,23160469766,83.1484375,3.026090362,-29.39355475,-1.03832352
8/1/2020,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303,211.6923828,7.759399307,-3.142578,-0.10689411
8/2/2020,11758.76465,12034.14453,11018.12988,11053.61426,11053.61426,27410067336,-11.71337875,-0.422085951,181.539795,6.569427547
8/3/2020,11043.76856,11453.0791,11012.41504,11246.34863,11246.34863,20271713443,33.7836915,1.216201647,88.78100575,3.157682859
8/4/2020,11246.20313,11385.38184,11094.14551,11205.89258,11205.89258,21250197042,-29.39355475,-1.03832352,137.03833,4.89165246
8/5/2020,11203.82324,11786.61719,11158.28516,11747.02246,11747.02246,24411254471,-3.142578,-0.10689411,-17.82080075,-0.60681933
8/6/2020,11749.87109,11902.33594,11598.71387,11779.77344,11779.77344,23400740340,181.539795,6.569427547,24.5844725,0.834802898
8/7/2020,11778.89453,11898.03809,11408.59375,11601.47266,11601.47266,23132312867,88.78100575,3.157682859,-47.73681625,-1.645888161
8/8/2020,11604.55371,11800.06445,11558.43164,11754.0459,11754.0459,17572057837,137.03833,4.89165246,-42.277832,-1.438749937
8/9/2020,11737.3252,11806.05664,11548.78418,11675.73926,11675.73926,17489608833,-17.82080075,-0.60681933,27.09960925,0.928407483
8/10/2020,11662.25684,12045.14063,11662.25684,11878.11133,11878.11133,26114112569,24.5844725,0.834802898,-27.3100585,-0.919676799
8/11/2020,11881.64746,11932.71094,11195.70898,11410.52539,11410.52539,27039782640,-47.73681625,-1.645888161,113.7932128,3.989061287
8/12/2020,11404.59668,11748.39648,11249.60547,11584.93457,11584.93457,25064548486,-42.277832,-1.438749937,76.96728525,2.657495726
8/13/2020,11588.40527,11796.39648,11216.87207,11784.1377,11784.1377,27522199497,27.09960925,0.928407483,117.5661623,3.99065813
8/14/2020,11772.65918,12150.99414,11685.45508,11768.87109,11768.87109,24237958589,-27.3100585,-0.919676799,55.590576,1.889410651
8/15/2020,11768.69727,11963.20313,11768.69727,11865.69824,11865.69824,23354924400,113.7932128,3.989061287,-26.85375975,-0.90525679
8/16/2020,11866.68555,11934.90137,11737.18848,11892.80371,11892.80371,20583375490,76.96728525,2.657495726,-3.60791025,-0.121347677
8/17/2020,11895.6582,12359.05664,11806.69629,12254.40234,12254.40234,28227687027,117.5661623,3.99065813,-165.4782715,-5.401430991
8/18/2020,12251.89551,12335.70703,11954.52539,11991.2334,11991.2334,26043227672,55.590576,1.889410651,-77.35205075,-2.580286721
8/19/2020,11990.88477,12028.92383,11687.33301,11758.2832,11758.2832,24502851117,-26.85375975,-0.90525679,-23.35888675,-0.794635963
8/20/2020,11761.5,11900.41113,11710.06348,11878.37207,11878.37207,20175242945,-3.60791025,-0.121347677,-25.94409175,-0.873658161
8/21/2020,11878.02637,11899.25977,11564.97949,11592.48926,11592.48926,23762425999,-165.4782715,-5.401430991,-56.588623,-1.95259609
8/22/2020,11585.47754,11689.40723,11448.80566,11681.8252,11681.8252,20224191306,-77.35205075,-2.580286721,-48.3654785,-1.656093211
8/23/2020,11679.69629,11713.42969,11559.9209,11664.84766,11664.84766,18482062658,-23.35888675,-0.794635963,-85.36254875,-2.927172348
8/24/2020,11663.68945,11807.63184,11623.25,11774.5957,11774.5957,20681511755,-25.94409175,-0.873658161,-58.02392575,-1.971156453
8/25/2020,11773.58887,11778.29981,11189.85059,11366.13477,11366.13477,26301509932,-56.588623,-1.95259609,35.182617,1.238155898
8/26/2020,11366.89453,11530.05273,11296.99316,11488.36328,11488.36328,22466660958,-48.3654785,-1.656093211,55.7856445,1.942335671
8/27/2020,11485.6084,11570.78613,11185.94141,11323.39746,11323.39746,23240415076,-85.36254875,-2.927172348,89.355713,3.156498332
8/28/2020,11325.2959,11545.61523,11316.42285,11542.5,11542.5,19807127588,-58.02392575,-1.971156453,106.994629,3.707849391
8/29/2020,11541.05469,11585.64063,11466.29297,11506.86523,11506.86523,17485597759,35.182617,1.238155898,-23.2077635,-0.806744948
8/30/2020,11508.71387,11715.26465,11492.38184,11711.50586,11711.50586,19760127945,55.7856445,1.942335671,-366.552246,-12.51938907
8/31/2020,11713.30664,11768.87695,11598.31836,11680.82031,11680.82031,22285928250,89.355713,3.156498332,-292.251709,-10.00791729
9/1/2020,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343,106.994629,3.707849391,-450.2277833,-15.04460436
9/2/2020,11964.82324,11964.82324,11290.79395,11414.03418,11414.03418,28037405299,-23.2077635,-0.806744948,-283.4206543,-9.932356949
9/3/2020,11407.19141,11443.02246,10182.46484,10245.29688,10245.29688,31927261555,-366.552246,-12.51938907,31.0666505,1.212913628
9/4/2020,10230.36523,10663.91992,10207.94043,10511.81348,10511.81348,29965130374,-292.251709,-10.00791729,-95.07421875,-3.617804633
9/5/2020,10512.53027,10581.57129,9946.675781,10169.56738,10169.56738,44916565292,-450.2277833,-15.04460436,18.19506825,0.715667346
9/6/2020,10167.2168,10353.92773,10056.88574,10280.35156,10280.35156,37071460174,-283.4206543,-9.932356949,20.69677725,0.805294532
9/7/2020,10280.99805,10399.15332,9916.493164,10369.56348,10369.56348,33703098409,31.0666505,1.212913628,7.8378905,0.302342158
9/8/2020,10369.30664,10414.77539,9945.110352,10131.5166,10131.5166,33430927462,-95.07421875,-3.617804633,77.663574,3.066217114
9/9/2020,10134.15137,10350.54297,10017.25098,10242.34766,10242.34766,24128292755,18.19506825,0.715667346,20.35205075,0.794819759
